instance_id,source,gold_label,predicted_verdict,raw_verdict,explanation,confidence,raw_response,prompt_tokens,completion_tokens,cost_usd,latency_seconds,n_search_invocations,search_queries,triage_route,metadata_agent_called,db_source_matched,error
188,neurips,fabricated,valid,valid,"The paper titled 'Softmatch: Addressing the quantity-quality trade-off in semi-supervised learning' by authors Junyeong Lee, Yiseong Kim, Seungju Park, and Hyunjik Lee was presented at NeurIPS 2023. The reference includes volume and page numbers, indicating its inclusion in the conference proceedings.",high,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The paper titled 'Softmatch: Addressing the quantity-quality trade-off in semi-supervised learning' by authors Junyeong Lee, Yiseong Kim, Seungju Park, and Hyunjik Lee was presented at NeurIPS 2023. The reference includes volume and page numbers, indicating its inclusion in the conference proceedings."",
  ""confidence"": ""high""
} ",820,143,0.02848,6.449,1,"[""Softmatch: Addressing the quantity-quality trade-off in semi-supervised learning Junyeong Lee, Yiseong Kim, Seungju Park, Hyunjik Lee NeurIPS 2023""]",,False,,
189,neurips,fabricated,fabricated,fabricated,"A search for the article titled 'Data-driven prediction of chaotic dynamics: Methods, challenges, and opportunities' by Jaideep Pathak et al. in the 'Annual Review of Condensed Matter Physics' (2023) yielded no results. Additionally, the journal's Volume 14 (2023) does not list this article in its contents.",high,"{
  ""classification"": ""fabricated"",
  ""reasoning"": ""A search for the article titled 'Data-driven prediction of chaotic dynamics: Methods, challenges, and opportunities' by Jaideep Pathak et al. in the 'Annual Review of Condensed Matter Physics' (2023) yielded no results. Additionally, the journal's Volume 14 (2023) does not list this article in its contents."",
  ""confidence"": ""high""
} ",812,124,0.02827,5.986,1,"[""Data-driven prediction of chaotic dynamics: Methods, challenges, and opportunities Jaideep Pathak""]",,False,,
190,s2_real,valid,fabricated,fabricated,"The DOI 10.1007/978-3-030-47705-9_11 does not correspond to the provided title and authors, indicating a mismatch. Additionally, searches for the title 'Pseudo-semantic Approach to Study Model Membranes' and the listed authors did not yield any matching publications, suggesting the reference may be fabricated.",high,"{
  ""classification"": ""fabricated"",
  ""reasoning"": ""The DOI 10.1007/978-3-030-47705-9_11 does not correspond to the provided title and authors, indicating a mismatch. Additionally, searches for the title 'Pseudo-semantic Approach to Study Model Membranes' and the listed authors did not yield any matching publications, suggesting the reference may be fabricated."",
  ""confidence"": ""high""
} ",821,123,0.028283,4.668,1,"[""10.1007/978-3-030-47705-9_11""]",,False,,
191,neurips,fabricated,fabricated,fabricated,"A search for the paper titled 'Uncertainty quantification in abstractive summarization' by Yichao Wang, Bowen Zhou, Adam Lopez, and Benjamin Snyder in the Proceedings of the 60th Annual Meeting of the Association for Computational Linguistics (ACL) in 2022 yielded no results. Additionally, the ACL Anthology and other reputable sources do not list this paper, suggesting it does not exist.",high,"{
  ""classification"": ""fabricated"",
  ""reasoning"": ""A search for the paper titled 'Uncertainty quantification in abstractive summarization' by Yichao Wang, Bowen Zhou, Adam Lopez, and Benjamin Snyder in the Proceedings of the 60th Annual Meeting of the Association for Computational Linguistics (ACL) in 2022 yielded no results. Additionally, the ACL Anthology and other reputable sources do not list this paper, suggesting it does not exist."",
  ""confidence"": ""high""
} ",807,141,0.028428,6.657,1,"[""Uncertainty quantification in abstractive summarization Yichao Wang Bowen Zhou Adam Lopez Benjamin Snyder ACL 2022""]",,False,,
192,neurips,fabricated,fabricated,fabricated,"A search for the paper titled 'Text-to-Image Diffusion Models with Customized Guidance' by Yikai Zhang in the Proceedings of the IEEE/CVF International Conference on Computer Vision (ICCV) 2023 yielded no results. Additionally, there is no record of such a paper in the ICCV 2023 proceedings. Therefore, the reference appears to be fabricated.",high,"{
  ""classification"": ""fabricated"",
  ""reasoning"": ""A search for the paper titled 'Text-to-Image Diffusion Models with Customized Guidance' by Yikai Zhang in the Proceedings of the IEEE/CVF International Conference on Computer Vision (ICCV) 2023 yielded no results. Additionally, there is no record of such a paper in the ICCV 2023 proceedings. Therefore, the reference appears to be fabricated."",
  ""confidence"": ""high""
} ",771,123,0.028158,5.363,1,"[""Text-to-Image Diffusion Models with Customized Guidance Yikai Zhang""]",,False,,
193,neurips,fabricated,fabricated,fabricated,"The arXiv ID 2310.08573 corresponds to a paper titled 'PolyTask: Learning Unified Policies through Behavior Distillation' by Siddhant Haldar and Lerrel Pinto, not 'Zero-shot skill composition with semantic feature fusion' by Andrew Black. This discrepancy indicates that the reference is fabricated.",high,"{
  ""classification"": ""fabricated"",
  ""reasoning"": ""The arXiv ID 2310.08573 corresponds to a paper titled 'PolyTask: Learning Unified Policies through Behavior Distillation' by Siddhant Haldar and Lerrel Pinto, not 'Zero-shot skill composition with semantic feature fusion' by Andrew Black. This discrepancy indicates that the reference is fabricated."",
  ""confidence"": ""high""
} ",770,117,0.028095,4.473,1,"[""Zero-shot skill composition with semantic feature fusion arXiv:2310.08573""]",,False,,
194,s2_real,valid,valid,valid,"The reference describes a real paper titled 'Policy and Regulations for Mobile Biochar Production in the United States of America' authored by Carlos Rodriguez Franco, Deborah S. Page‐Dumroese, Derek N. Pierson, Margaret M. Miller, and Thomas P. Miles, published in the journal 'Forests' in 2024. The DOI 10.3390/f15010192 correctly resolves to this paper. All provided details are consistent and accurate.",high,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The reference describes a real paper titled 'Policy and Regulations for Mobile Biochar Production in the United States of America' authored by Carlos Rodriguez Franco, Deborah S. Page‐Dumroese, Derek N. Pierson, Margaret M. Miller, and Thomas P. Miles, published in the journal 'Forests' in 2024. The DOI 10.3390/f15010192 correctly resolves to this paper. All provided details are consistent and accurate."",
  ""confidence"": ""high""
} ",840,140,0.0285,4.236,1,"[""DOI 10.3390/f15010192""]",,False,,
195,iclr2026,fabricated,fabricated,fabricated,"The reference claims a paper titled 'Towards deeper and better certified defenses against adversarial attacks' by Huan Zhang, Hongge Chen, Chaowei Xiao, and Bo Zhang, presented at ICLR 2019. However, searches do not yield any record of such a paper. The provided OpenReview link (https://openreview.net/forum?id=rJgG92A2m) leads to an error, indicating the note was not found. Additionally, the authors have other publications in related areas, but none match this title or author combination. Therefore, the reference appears to be fabricated.",high,"{
  ""classification"": ""fabricated"",
  ""reasoning"": ""The reference claims a paper titled 'Towards deeper and better certified defenses against adversarial attacks' by Huan Zhang, Hongge Chen, Chaowei Xiao, and Bo Zhang, presented at ICLR 2019. However, searches do not yield any record of such a paper. The provided OpenReview link (https://openreview.net/forum?id=rJgG92A2m) leads to an error, indicating the note was not found. Additionally, the authors have other publications in related areas, but none match this title or author combination. Therefore, the reference appears to be fabricated."",
  ""confidence"": ""high""
} ",799,183,0.028828,6.22,1,"[""Towards deeper and better certified defenses against adversarial attacks Huan Zhang Hongge Chen Chaowei Xiao Bo Zhang ICLR 2019""]",,False,,
196,neurips,fabricated,valid,valid,"The reference describes a real paper titled 'Cognitive and neural predictors of response to cognitive behavioral therapy for depression: a review of the evidence' by authors R. Uher, R. Goodman, M. Moutoussis, M. Brammer, S.C.R. Williams, and R.J. Dolan, published in the Journal of Affective Disorders in 2014. The title, authors, year, and venue are consistent and accurately describe an existing publication.",high,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The reference describes a real paper titled 'Cognitive and neural predictors of response to cognitive behavioral therapy for depression: a review of the evidence' by authors R. Uher, R. Goodman, M. Moutoussis, M. Brammer, S.C.R. Williams, and R.J. Dolan, published in the Journal of Affective Disorders in 2014. The title, authors, year, and venue are consistent and accurately describe an existing publication."",
  ""confidence"": ""high""
} ",834,159,0.028675,6.762,1,"[""Cognitive and neural predictors of response to cognitive behavioral therapy for depression: a review of the evidence Uher Journal of Affective Disorders 2014""]",,False,,
197,s2_real,valid,fabricated,fabricated,"The reference lists Albert Y. Zomaya as the sole author, but the actual paper is co-authored by Wan Nor Shuhadah Wan Nik, Bing Bing Zhou, Albert Y. Zomaya, and Jemal H. Abawajy. Additionally, the reference is formatted as an article, whereas the paper was presented at the 2015 International Conference on Cloud Computing and Big Data (CCBD).",high,"{
  ""classification"": ""fabricated"",
  ""reasoning"": ""The reference lists Albert Y. Zomaya as the sole author, but the actual paper is co-authored by Wan Nor Shuhadah Wan Nik, Bing Bing Zhou, Albert Y. Zomaya, and Jemal H. Abawajy. Additionally, the reference is formatted as an article, whereas the paper was presented at the 2015 International Conference on Cloud Computing and Big Data (CCBD)."",
  ""confidence"": ""high""
} ",834,159,0.028675,5.786,1,"[""A Framework for Implementing Asynchronous Replication Scheme in Utility-Based Computing Environment Albert Y. Zomaya 2015 DOI 10.1109/CCBD.2015.42""]",,False,,
198,iclr2026,fabricated,fabricated,fabricated,"The reference lists 'David Rein' as the first author, which matches the actual paper. However, the remaining authors differ significantly from the actual author list, which includes 'Betty Li Hou, Asa Cooper Stickland, Jackson Petty, Richard Yuanzhe Pang, Julien Dirani, Julian Michael, and Samuel R. Bowman'. Additionally, the title 'Gpqa: A graduate-level google-proof q&a benchmark' matches the actual paper titled 'GPQA: A Graduate-Level Google-Proof Q&A Benchmark'. The year 2023 is correct, but the venue is missing. The absence of a DOI and arXiv ID makes it difficult to verify further detail",high,"{
  ""classification"": ""fabricated"",
  ""reasoning"": ""The reference lists 'David Rein' as the first author, which matches the actual paper. However, the remaining authors differ significantly from the actual author list, which includes 'Betty Li Hou, Asa Cooper Stickland, Jackson Petty, Richard Yuanzhe Pang, Julien Dirani, Julian Michael, and Samuel R. Bowman'. Additionally, the title 'Gpqa: A graduate-level google-proof q&a benchmark' matches the actual paper titled 'GPQA: A Graduate-Level Google-Proof Q&A Benchmark'. The year 2023 is correct, but the venue is missing. The absence of a DOI and arXiv ID makes it difficult to verify further details. Given the discrepancies in the author list and the missing identifiers, the reference appears to be fabricated."",
  ""confidence"": ""high""
} ",906,203,0.029295,5.467,1,"[""Gpqa: A graduate-level google-proof q&a benchmark David Rein""]",,False,,
199,s2_real,valid,valid,valid,"The reference accurately describes an existing paper titled 'Exploring Model Predictive Control to Generate Optimal Control Policies for HRI Dynamical Systems' by authors Steven Jens Jorgensen, Orion Campbell, Travis Llado, Donghyun Kim, Junhyeok Ahn, and Luis Sentis, published on arXiv in 2017 with the identifier 1701.03839. The title, authors, year, venue, and arXiv ID are all correct and consistent.",high,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The reference accurately describes an existing paper titled 'Exploring Model Predictive Control to Generate Optimal Control Policies for HRI Dynamical Systems' by authors Steven Jens Jorgensen, Orion Campbell, Travis Llado, Donghyun Kim, Junhyeok Ahn, and Luis Sentis, published on arXiv in 2017 with the identifier 1701.03839. The title, authors, year, venue, and arXiv ID are all correct and consistent."",
  ""confidence"": ""high""
} ",864,159,0.02875,4.376,1,"[""Exploring Model Predictive Control to Generate Optimal Control Policies for HRI Dynamical Systems arXiv 1701.03839""]",,False,,
